date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:16:14	1895/1895	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:16:12%20GMT	http://mwc.com.vn/robots.txt		(from )
19:16:14	57380/57380	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:12%20GMT	http://mwc.com.vn/	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/index.html	(from )
19:16:15	15148/15148	---M--	200	added ('OK')	image/png	etag:%22ba224d6d69d2d31:0%22	http://mwc.com.vn/Themes/images/favicon.png?v=38	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/images/favicon24cd.png	(from http://mwc.com.vn/)
19:16:15	6349/6349	---M--	200	added ('OK')	image/png	etag:%222fa49a89ea8ad31:0%22	https://mwc.com.vn/Themes/images/logo.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/images/logo.png	(from http://mwc.com.vn/)
19:16:15	161168/161168	---M-Z	200	added ('OK')	text/css	etag:%220bba289ea8ad31:0%22	http://mwc.com.vn/Themes/css/bootstrap.css	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/bootstrap.css	(from http://mwc.com.vn/)
19:16:16	3953/3953	---M-Z	200	added ('OK')	text/css	etag:%220bba289ea8ad31:0%22	http://mwc.com.vn/Themes/css/jquery.css	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/jquery.css	(from http://mwc.com.vn/)
19:16:16	35053/35053	---M-Z	200	added ('OK')	text/css	etag:%220bba289ea8ad31:0%22	http://mwc.com.vn/Themes/css/font-awesome.css	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/font-awesome.css	(from http://mwc.com.vn/)
19:16:17	14377/14377	---M-Z	200	added ('OK')	text/css	etag:%220ed7b5e46aed31:0%22	http://mwc.com.vn/Themes/css/plugins.css	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/plugins.css	(from http://mwc.com.vn/)
19:16:17	300607/300607	---M-Z	200	added ('OK')	text/css	etag:%2280553c51373d41:0%22	http://mwc.com.vn/Themes/css/style.css	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/style.css	(from http://mwc.com.vn/)
19:16:18	66326/66326	---M-Z	200	added ('OK')	text/css	etag:%2207e4661e28d41:0%22	http://mwc.com.vn/Themes/css/responsive.css	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/responsive.css	(from http://mwc.com.vn/)
19:16:18	150941/150941	---M-Z	200	added ('OK')	text/css	etag:%220e18ef63362d41:0%22	http://mwc.com.vn/Themes/css/custom_style.css	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/custom_style.css	(from http://mwc.com.vn/)
19:16:19	2936/2936	---M-Z	200	added ('OK')	text/css	etag:%220bba289ea8ad31:0%22	http://mwc.com.vn/Themes/css/owl.css	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/owl.css	(from http://mwc.com.vn/)
19:16:19	936/936	---M--	200	added ('OK')	text/css	etag:%22af31c8aea8ad31:0%22	http://mwc.com.vn/Themes/css/owl_002.css	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/owl_002.css	(from http://mwc.com.vn/)
19:16:22	36868/36868	---M-Z	200	added ('OK')	application/javascript	etag:%2280f7d887ea8ad31:0%22	http://mwc.com.vn/Themes/js/bootstrap.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/js/bootstrap.js	(from http://mwc.com.vn/)
19:16:22	495/495	---M--	200	added ('OK')	application/javascript	etag:%2245ae7bb6285d31:0%22	http://mwc.com.vn/content/js/library/jquery.number.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/content/js/library/jquery.number.js	(from http://mwc.com.vn/)
19:16:22	31370/31370	---M-Z	200	added ('OK')	application/javascript	etag:%2280f7d887ea8ad31:0%22	http://mwc.com.vn/Themes/js/jquery_002.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/js/jquery_002.js	(from http://mwc.com.vn/)
19:16:22	84345/84345	---M-Z	200	added ('OK')	application/javascript	etag:%2280f7d887ea8ad31:0%22	http://mwc.com.vn/Themes/js/jquery-2.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/js/jquery-2.js	(from http://mwc.com.vn/)
19:16:23	22645/22645	---M-Z	200	added ('OK')	application/javascript	etag:%22806fecbb6285d31:0%22	http://mwc.com.vn/content/js/library/jquery.validate.min.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/content/js/library/jquery.validate.min.js	(from http://mwc.com.vn/)
19:16:24	15324/15324	---M-Z	200	added ('OK')	application/javascript	etag:%22806fecbb6285d31:0%22	http://mwc.com.vn/content/js/library/jquery.ui.widget.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/content/js/library/jquery.ui.widget.js	(from http://mwc.com.vn/)
19:16:24	846/846	---M--	200	added ('OK')	application/javascript	etag:%22edc8dbc6285d31:0%22	http://mwc.com.vn/Content/js/library/constant.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Content/js/library/constant.js	(from http://mwc.com.vn/)
19:16:24	46694/46694	---M-Z	200	added ('OK')	application/javascript	etag:%22034a87a771fd41:0%22	http://mwc.com.vn/content/js/library/knockout.validation.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/content/js/library/knockout.validation.js	(from http://mwc.com.vn/)
19:16:24	41326/41326	---M-Z	200	added ('OK')	application/javascript	etag:%22806fecbb6285d31:0%22	http://mwc.com.vn/content/js/library/knockout-latest.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/content/js/library/knockout-latest.js	(from http://mwc.com.vn/)
19:16:25	2423/2423	---M--	200	added ('OK')	application/javascript	etag:%224a763337a3d1d31:0%22	http://mwc.com.vn/content/js/library/global.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/content/js/library/global.js	(from http://mwc.com.vn/)
19:16:25	65442/65442	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:23%20GMT	http://mwc.com.vn/post/gioi-thieu-ve-mwc	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/post/gioi-thieu-ve-mwc.html	(from http://mwc.com.vn/)
19:16:26	66843/66843	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:23%20GMT	http://mwc.com.vn/post/chinh-sach-bao-hanh-tron-doi	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/post/chinh-sach-bao-hanh-tron-doi.html	(from http://mwc.com.vn/)
19:16:28	63946/63946	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:25%20GMT	http://mwc.com.vn/post/giao-hang-toan-quoc	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/post/giao-hang-toan-quoc.html	(from http://mwc.com.vn/)
19:16:30	87127/87127	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:27%20GMT	http://mwc.com.vn/store	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/store.html	(from http://mwc.com.vn/)
19:16:33	252159/252159	---M-Z	200	added ('OK')	application/javascript	etag:%2280f7d887ea8ad31:0%22	http://mwc.com.vn/Themes/js/plugins.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/js/plugins.js	(from http://mwc.com.vn/)
19:16:33	65337/65337	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:29%20GMT	http://mwc.com.vn/post/huong-dan-chon-size	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/post/huong-dan-chon-size.html	(from http://mwc.com.vn/)
19:16:35	68939/68939	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:32%20GMT	http://mwc.com.vn/post/chinh-sach-doi-tra	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/post/chinh-sach-doi-tra.html	(from http://mwc.com.vn/)
19:16:36	66525/66525	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:33%20GMT	http://mwc.com.vn/post/chinh-sach-bao-mat-thong-tin	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/post/chinh-sach-bao-mat-thong-tin.html	(from http://mwc.com.vn/)
19:16:37	60872/60872	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:35%20GMT	http://mwc.com.vn/cart	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/cart.html	(from http://mwc.com.vn/)
19:16:41	204329/204329	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:37%20GMT	http://mwc.com.vn/collections/giay-nu	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/giay-nu.html	(from http://mwc.com.vn/)
19:16:43	7550/7550	---M--	200	added ('OK')	image/png	etag:%22402e180bb29d41:0%22	http://mwc.com.vn/Resources/Category/2018/08/02/main-menut-icon-1-1fb5f7d8-af7e-4e50-809a-d3b1de092d53.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Category/2018/08/02/main-menut-icon-1-1fb5f7d8-af7e-4e50-809a-d3b1de092d53.png	(from http://mwc.com.vn/)
19:16:45	205945/205945	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:40%20GMT	http://mwc.com.vn/collections/giay-thoi-trang	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/giay-thoi-trang.html	(from http://mwc.com.vn/)
19:16:48	204356/204356	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:42%20GMT	http://mwc.com.vn/collections/giay-cao-got	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/giay-cao-got.html	(from http://mwc.com.vn/)
19:16:50	203970/203970	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:44%20GMT	http://mwc.com.vn/collections/sandal-dep-nu	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/sandal-dep-nu.html	(from http://mwc.com.vn/)
19:16:51	204955/204955	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:46%20GMT	http://mwc.com.vn/collections/giay-bup-be-moi	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/giay-bup-be-moi.html	(from http://mwc.com.vn/)
19:16:53	204930/204930	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:47%20GMT	http://mwc.com.vn/collections/giay-luoi	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/giay-luoi.html	(from http://mwc.com.vn/)
19:16:54	204135/204135	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:49%20GMT	http://mwc.com.vn/collections/giay-oxford-boot	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/giay-oxford-boot.html	(from http://mwc.com.vn/)
19:16:55	205940/205940	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:50%20GMT	http://mwc.com.vn/collections/giay-nam	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/giay-nam.html	(from http://mwc.com.vn/)
19:16:57	2881/2881	---M--	200	added ('OK')	image/png	etag:%2290b4e9cfbb29d41:0%22	http://mwc.com.vn/Resources/Category/2018/08/02/main-menu-icon-nam.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Category/2018/08/02/main-menu-icon-nam.png	(from http://mwc.com.vn/)
19:16:58	206501/206501	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:53%20GMT	http://mwc.com.vn/collections/giay-the-thao-nam	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/giay-the-thao-nam.html	(from http://mwc.com.vn/)
19:16:59	204244/204244	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:54%20GMT	http://mwc.com.vn/collections/moi-slip-on	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/moi-slip-on.html	(from http://mwc.com.vn/)
19:17:01	129173/129173	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:56%20GMT	http://mwc.com.vn/collections/boot	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/boot.html	(from http://mwc.com.vn/)
19:17:01	202768/202768	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:55%20GMT	http://mwc.com.vn/collections/sandal-dep	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/sandal-dep.html	(from http://mwc.com.vn/)
19:17:03	203463/203463	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:16:57%20GMT	http://mwc.com.vn/collections/sale-79k	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/sale-79k.html	(from http://mwc.com.vn/)
19:17:06	14383/14383	---M--	200	added ('OK')	image/png	etag:%2220ceb5b8bc29d41:0%22	http://mwc.com.vn/Resources/Category/2018/08/02/main-menu-4.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Category/2018/08/02/main-menu-4.png	(from http://mwc.com.vn/)
19:17:06	211691/211691	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:17:01%20GMT	http://mwc.com.vn/collections/sale-50	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/sale-50.html	(from http://mwc.com.vn/)
19:17:09	10857/10857	---M--	200	added ('OK')	image/png	etag:%2250a27171bc29d41:0%22	http://mwc.com.vn/Resources/Category/2018/08/02/img-sale-5.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Category/2018/08/02/img-sale-5.png	(from http://mwc.com.vn/)
19:17:09	211958/211958	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:17:04%20GMT	http://mwc.com.vn/collections/sale-20	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/sale-20.html	(from http://mwc.com.vn/)
19:17:10	10857/10857	---M--	200	added ('OK')	image/png	etag:%22057e584bc29d41:0%22	http://mwc.com.vn/Resources/Category/2018/08/02/img-sale-5-e58148bd-f8b8-49a1-8635-a0df5012587d.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Category/2018/08/02/img-sale-5-e58148bd-f8b8-49a1-8635-a0df5012587d.png	(from http://mwc.com.vn/)
19:17:11	206686/206686	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:17:06%20GMT	http://mwc.com.vn/collections/sale-150k	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/sale-150k.html	(from http://mwc.com.vn/)
19:17:15	203543/203543	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:17:09%20GMT	http://mwc.com.vn/collections/sale-100k	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/sale-100k.html	(from http://mwc.com.vn/)
19:17:16	10857/10857	---M--	200	added ('OK')	image/png	etag:%22ecf74dc46f3bd41:0%22	http://mwc.com.vn/Resources/Category/2018/08/24/img-sale-5-e58148bd-f8b8-49a1-8635-a0df5012587d.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Category/2018/08/24/img-sale-5-e58148bd-f8b8-49a1-8635-a0df5012587d.png	(from http://mwc.com.vn/)
19:17:16	10857/10857	---M--	200	added ('OK')	image/png	etag:%229c6bffcb6f3bd41:0%22	http://mwc.com.vn/Resources/Category/2018/08/24/img-sale-5-e58148bd-f8b8-49a1-8635-a0df5012587d-9fbb6a0b-7570-4e31-87b6-0513fc3b5a0f.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Category/2018/08/24/img-sale-5-e58148bd-f8b8-49a1-8635-a0df5012587d-9fbb6a0b-7570-4e31-87b6-0513fc3b5a0f.png	(from http://mwc.com.vn/)
19:17:17	197348/197348	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:17:11%20GMT	http://mwc.com.vn/collections/phu-kien	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/phu-kien.html	(from http://mwc.com.vn/)
19:17:20	15302/15302	---M--	200	added ('OK')	image/jpeg	etag:%221e7ef4f7cf75d41:0%22	http://mwc.com.vn/Resources/Category/2018/11/06/45434310-1970581836364173-1044894057681125376-n.jpg	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Category/2018/11/06/45434310-1970581836364173-1044894057681125376-n.jpg	(from http://mwc.com.vn/)
19:17:20	197296/197296	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:17:14%20GMT	http://mwc.com.vn/collections/vo	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/vo.html	(from http://mwc.com.vn/)
19:17:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:17:16%20GMT	http://mwc.com.vn/~/Themes/images/logo.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/_/Themes/images/logo.39.delayed	(from http://mwc.com.vn/)
19:17:21	6349/6349	---M--	200	added ('OK')	image/png	etag:%2268dc181af922d41:0%22	http://mwc.com.vn/Resources/Config/2018/06/20/logo.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Config/2018/06/20/logo.png	(from http://mwc.com.vn/)
19:17:21	118/118	---M--	302	error ('Found')	text/html	date:Fri,%2009%20Nov%202018%2012:17:20%20GMT	http://mwc.com.vn/collections/sale-69k	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/collections/sale-69k.3e.delayed	(from http://mwc.com.vn/)
19:17:32	62424/62424	---M--	200	added ('OK')	image/jpeg	etag:%228ba66185cb71d41:0%22	http://mwc.com.vn/Resources/Slider/2018/11/01/45166358-472261583266385-5961882874247380992-n.jpg	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Slider/2018/11/01/45166358-472261583266385-5961882874247380992-n.jpg	(from http://mwc.com.vn/)
19:17:32	2406/2406	---M--	200	added ('OK')	application/javascript	etag:%22d41e5248723ad41:0%22	http://mwc.com.vn/Content/js/HomeIndex.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Content/js/HomeIndex.js	(from http://mwc.com.vn/)
19:17:33	4562/4562	---M--	200	added ('OK')	image/png	etag:%224bce231f1828d41:0%22	http://mwc.com.vn/images/logo.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/images/logo.png	(from http://mwc.com.vn/)
19:17:34	73290/73290	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Nov%202018%2012:17:32%20GMT	http://mwc.com.vn/post/chinh-sach-va-quy-dinh	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/post/chinh-sach-va-quy-dinh.html	(from http://mwc.com.vn/)
19:17:36	7237/7237	---M--	200	added ('OK')	image/png	etag:%223e55f621a21ed41:0%22	http://mwc.com.vn/Images/dathongbaobct_150.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Images/dathongbaobct_150.png	(from http://mwc.com.vn/)
19:17:38	11388/11388	---M--	200	added ('OK')	image/jpeg	etag:%2286c23e2b409cd31:0%22	http://mwc.com.vn/Themes/images/empty-bags.jpg	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/images/empty-bags.jpg	(from http://mwc.com.vn/)
19:17:40	12147/12147	---M--	200	added ('OK')	image/png	etag:%229699f89ea8ad31:0%22	http://mwc.com.vn/Themes/images/fb_mess_img.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/images/fb_mess_img.png	(from http://mwc.com.vn/)
19:17:41	31142/31142	---M-Z	200	added ('OK')	application/javascript	etag:%228042a3c22428d41:0%22	http://mwc.com.vn/Themes/js/main.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/js/main.js	(from http://mwc.com.vn/)
19:17:44	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%2280f7d887ea8ad31:0%22	http://mwc.com.vn/Themes/js/owl.js	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/js/owl.js	(from http://mwc.com.vn/)
19:17:46	156098/156098	---M--	200	added ('OK')	image/jpeg	etag:%222ff52d7195fd41:0%22	http://mwc.com.vn/Resources/Slider/2018/10/08/banner-1.jpg	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Slider/2018/10/08/banner-1.jpg	(from http://mwc.com.vn/)
19:17:48	166165/166165	---M--	200	added ('OK')	image/jpeg	etag:%2236bc6f5d876bd41:0%22	http://mwc.com.vn/Resources/Slider/2018/10/24/44852270-557276994696142-3539943617667792896-n.jpg	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Resources/Slider/2018/10/24/44852270-557276994696142-3539943617667792896-n.jpg	(from http://mwc.com.vn/)
19:17:50	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a5f04b8eea8ad31:0%22	http://mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.eot	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.eot	(from http://mwc.com.vn/Themes/css/bootstrap.css)
19:17:51	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:%22354258eea8ad31:0%22	http://mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.woff2	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.woff2	(from http://mwc.com.vn/Themes/css/bootstrap.css)
19:17:53	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a5f04b8eea8ad31:0%22	http://mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.eot?	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/fonts/glyphicons-halflings-regulard41d.eot	(from http://mwc.com.vn/Themes/css/bootstrap.css)
19:17:54	23424/23424	---M--	200	added ('OK')	font/x-woff	etag:%227fe1e98bea8ad31:0%22	http://mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.woff	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.woff	(from http://mwc.com.vn/Themes/css/bootstrap.css)
19:17:55	1930/1930	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:17:53%20GMT	http://mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.svg	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.4d.delayed	(from http://mwc.com.vn/Themes/css/bootstrap.css)
19:17:55	1915/1915	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:17:54%20GMT	http://mwc.com.vn/Themes/css/fancybox_sprite.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/fancybox_sprite.4e.delayed	(from http://mwc.com.vn/Themes/css/jquery.css)
19:17:55	1916/1916	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:17:54%20GMT	http://mwc.com.vn/Themes/css/fancybox_loading.gif	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/fancybox_loading.4f.delayed	(from http://mwc.com.vn/Themes/css/jquery.css)
19:17:56	1905/1905	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:17:54%20GMT	http://mwc.com.vn/Themes/css/blank.gif	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/blank.50.delayed	(from http://mwc.com.vn/Themes/css/jquery.css)
19:17:56	1916/1916	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:17:54%20GMT	http://mwc.com.vn/Themes/css/fancybox_overlay.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/fancybox_overlay.51.delayed	(from http://mwc.com.vn/Themes/css/jquery.css)
19:17:56	1918/1918	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:17:55%20GMT	http://mwc.com.vn/Themes/css/fancybox_sprite@2x.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/fancybox_sprite@2x.52.delayed	(from http://mwc.com.vn/Themes/css/jquery.css)
19:17:56	1919/1919	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:17:55%20GMT	http://mwc.com.vn/Themes/css/fancybox_loading@2x.gif	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/fancybox_loading@2x.53.delayed	(from http://mwc.com.vn/Themes/css/jquery.css)
19:18:00	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%22ba83cd8bea8ad31:0%22	http://mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.ttf	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/fonts/glyphicons-halflings-regular.ttf	(from http://mwc.com.vn/Themes/css/bootstrap.css)
19:18:08	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f6a5c08bea8ad31:0%22	http://mwc.com.vn/Themes/fonts/fontawesome-webfont.eot?v=4.5.0	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/fonts/fontawesome-webfont3295.eot	(from http://mwc.com.vn/Themes/css/font-awesome.css)
19:18:11	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f6a5c08bea8ad31:0%22	http://mwc.com.vn/Themes/fonts/fontawesome-webfont.eot?	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/fonts/fontawesome-webfontd41d.eot	(from http://mwc.com.vn/Themes/css/font-awesome.css)
19:18:13	538911/538911	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bdfc120-8391f%22	https://widgetv4.subiz.com/static/js/app.js	D:/Data/Projects/E-commerial/E-commerial/widgetv4.subiz.com/static/js/app.js	(from http://mwc.com.vn/)
19:18:18	66624/66624	---M--	200	added ('OK')	application/font-woff2	etag:%22ba875e8eea8ad31:0%22	http://mwc.com.vn/Themes/fonts/fontawesome-webfont.woff2?v=4.5.0	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/fonts/fontawesome-webfont3295.woff2	(from http://mwc.com.vn/Themes/css/font-awesome.css)
19:18:18	1921/1921	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:18:16%20GMT	http://mwc.com.vn/Themes/fonts/fontawesome-webfont.svg?v=4.5.0	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/fonts/fontawesome-webfont.593295.delayed	(from http://mwc.com.vn/Themes/css/font-awesome.css)
19:18:19	310/310	---M--	200	added ('OK')	image/gif	etag:%226e19489ea8ad31:0%22	http://mwc.com.vn/themes/images/loader.gif	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/themes/images/loader.gif	(from http://mwc.com.vn/Themes/css/plugins.css)
19:18:19	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%2281f6dc8bea8ad31:0%22	http://mwc.com.vn/themes/fonts/slick.ttf	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/themes/fonts/slick.ttf	(from http://mwc.com.vn/Themes/css/plugins.css)
19:18:19	1907/1907	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2012:18:18%20GMT	http://mwc.com.vn/Themes/css/submenu.png	D:/Data/Projects/E-commerial/E-commerial/mwc.com.vn/Themes/css/submenu.5c.delayed	(from http://mwc.com.vn/Themes/css/style.css)
